SrNo,Name,RegNo,State,City,Address,PIN,SectorWorking
10,Akshadha Foundation,1465/2021,Puducherry, Puducherry ,"No. 5, Kamaraj Salai, Pooranankuppam, Puducherry 605 007",,"Education & Literacy,Aged/Elderly"
1,Bright Future For Peoples And Rural Area Development Of Assam,RS/MRG/245/G/02,Assam, Morigaon ,"Old Ubi Bank Building, 2Nd Floor, Bhuragaon Natun Bazar, P.O. Bhuragaon, P.S. Bhuragaon, Marigaon, 782121",782121,"Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,Any Other,Skill Development"
2,A Chik Baptist Convention,29,Assam, Bongaigaon ,"Bagpara, P.O Khagarpur, Dist: Bongaigaon",,"Any Other,Agriculture,Children,Education & Literacy,Health & Family Welfare,Women's Development & Empowerment,Youth Affairs"
3,A Ray Of Hope Society,NCH/259//B/13,Assam, Haflong ,"C/O:Madhu Sudhan Sarkar,Haflong Bazarpo/Ps:Haflong",,Youth Affairs
4,A Social For Human Resource Organisation And Improvements,RS/NAL/246/G/13 OF 2010-2011,Assam, Nalbari ,"Rup Nagar, Nalbari Gaon, Po- Gopalbazar,",,Civic Issues
5,Aadhaar Shiksha Trust,9214,Assam, Guwahati ,"C/O Mini Boro, House No 21, Ulubari, Kachari Basti, Guwahati 781007",781007,Education & Literacy
6,Aaditri Foundation,RS/KAM(M)/263/T/345,"M)/263/T/345, Guwahati (Assam", Guwahati ,"H.No-01, August Kanti Path, Beltola, P.O. Khanapara, P.S. Dispur, Guwahati, District- Kamrup Metro, Assam, ",,NaN
7,Aadya Srishti Kala Mandir Cultural Society,RS/TSK/244/F/13 of 2018-2019,Assam, Tinsukia ,"S. Dahutia Road ,Borpathar , Tinsukia , Tinsukia",,"Art & Culture,Children,Education & Literacy,Environment & Forests,Rural Development & Poverty Alleviation,Women's Development & Empowerment,Youth Affairs,Health & Family Welfare,Legal Awareness & Aid"
8,Aagan,RS/KJR/253/T/23 OF 2019 - 2020,Assam, Kokrajhar ,"Hathimata Road, Ward No: 8, Opposite Surat Press, Kokrajhar, Assam.",,"Agriculture,Education & Literacy,Environment & Forests,Health & Family Welfare,Rural Development & Poverty Alleviation"
9,Aagan Charitable Trust,1497/IV/75,Assam, Kokrajha ,Santinagarpo- Dotmadist-Kokrajharassam,,NaN
10,Aaina,KAM(M)263/C/672-2012-13,"M)263/C/672-2012-13, Guwahati (Assam", Guwahati ,"H.No.26, Pragati Path, Chandan Nagar, Ghoramara, P.O.Beltola,Guwahati-28",,Women's Development & Empowerment
1,Aalo Yijo Women Welfare Society,NO.SR/ITA/5390,Arunachal Pradesh, Aalo ,"Aalo Yijo Colony, Aalo West Siang Dist. Arunachal Pradesh",,NaN
2,Aane Siang Society,SR/ITA/4660,Arunachal Pradesh, Jomlo Mobuk ,"Jomlo Mobuk, District: Siang, Arunachal Pradesh-791003",791003,"Art & Culture,Education & Literacy,Aged/Elderly,Health & Family Welfare,Vocational Training,Women's Development & Empowerment"
3,Aarro Welfare Society,SR/ITA/1389,Arunachal Pradesh, Yingkiong ,Yahung Tekseng Simar Colony Yingkiong Po/Ps Yingkiong -791002District Upper Siang Arunachal Pradesh,791002,"Art & Culture,Environment & Forests,Health & Family Welfare,HIV/AIDS"
4,Abo Tani Orphan Hopes For Life Foundation,SR/ITA/7377,Arunachal Pradesh, Papum Pare ,"Doimukh,Papum Pare Pin-791112Arunachal Pradesh",791112,NaN
5,Abo Tani Philanthropic Mission,SR/ITA/2971,Arunachal Pradesh, Aalo ,Near St Xaviers International School. Old Agri Farm. Bogdo. Po.Ps Aalo,,"Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Disaster Management,Education & Literacy,Environment & Forests,Science & Technology,Vocational Training,Women's Development & Empowerment"
6,Abo-Tani Educational & Cultural Society,SR/ITA/277,Arunachal Pradesh, Daporijo ,"Daporijo, Upper Subansiri District, Arunachal Pradesh",,"Agriculture,Children,Disaster Management,Drinking Water,Health & Family Welfare,Information & Communication Technology,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,Any Other"
7,Abotani Ashram Welfare Association,084-SR/ITA/162,Arunachal Pradesh, Naharlagun ,"Gextn., Dam Site, Near St Thomas School P.O.- Naharlagun, Distt. - Papumpare-791110Arunachal Pradesh.",791110,"Art & Culture,Civic Issues,Youth Affairs,Education & Literacy,Vocational Training"
8,Abralow Memorial Multipurpose Society,SR-ITA-2247,Arunachal Pradesh, Roing ,"Abralow Memorial Multipurpose Society Head Office : Hunli, Correspondence / Branch Office : Ezengo, Roing ,District : Lower Dibang Valley ,Arunachal Pradesh, Pin-792110",792110,"Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Agriculture,Art & Culture,Biotechnology,Children,Civic Issues,Differently Abled,Disaster Management,Dalit Upliftment,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Land Resources,Micro Finance (SHGs),Minority Issues,Micro Small & Medium Enterprises"
9,Abu Talang Memorial Society,SR/ITA/3172,Arunachal Pradesh, Itanagar ,"H.Q P Sector, Near Qtr N. 58 (Type Iii)Po Itanagardist Papum Parestate Arunachal Pradeshpin No 791111",791111,"Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Disaster Management,Drinking Water,Education & Literacy,Health & Family Welfare,Human Rights,Information & Communication Technology,Micro Finance (SHGs),Right to Information & Advocacy,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,Any Other"
10,Achukuru Welfare Society,SR/ITA/888,Arunachal Pradesh, Ziro ,"Ziro, P.O. Ziro",,"Children,Differently Abled,Aged/Elderly,Rural Development & Poverty Alleviation,Tourism,Vocational Training,Women's Development & Empowerment,Any Other"
1,(Ankita) Association For Needy And Kindle The Illiterate Through Action,16/1994,Andhra Pradesh, Machilipatnam ,"Flat No-101, Plot Nos-919, 921, Sri Saidatta Residency, Defence Colony, Sinnikpuri Post, Secunderabad-500 094, Telangana State, India.",,"Rural Development & Poverty Alleviation,Agriculture,Education & Literacy,Environment & Forests,HIV/AIDS,Tribal Affairs,Water Resources,Women's Development & Empowerment"
2,22Nd Batch Of Jnvp,5/2019,Andhra Pradesh, Tadepalligudem ,"4-431, Ramannagudem Road, Pedatadepalli, Tadepalligudem, West Godavari District, Andhra Pradesh, 534101",534101,NaN
3,3F Swabhimaan Foundation,38/2015,Andhra Pradesh, Racherla ,3F Swabhimaan Foundationracherla Villagepentapadu (Mandal)West Godavari Dist.Andhrapradesh-534166Mobil:9951824777,534166,"Children,Aged/Elderly,Vocational Training"
4,3T Foundation,BK4/5/2022,Andhra Pradesh, Rajanagaram ,111-3-181 Ramalayam Street Narendrapuram Rajanagaram Eastgodavari-533294,533294,"Children,Education & Literacy,Women's Development & Empowerment,Environment & Forests,Water Resources,Panchayati Raj,Rural Development & Poverty Alleviation"
5,A & A Educational And It Solutions,106 OF 2013 ,Andhra Pradesh, Vizianagaram ,"Plot No. 170, Venkateswara Colony,Padmavati Nagar,Vizianagaram",,"Food Processing,Science & Technology,Vocational Training,Any Other"
6,A G R A,987/1995,Andhra Pradesh, Anantapur ,13-2-264Ramachandra Nagaranantapur - 515 001Andhra Pradesh,,"Agriculture,Art & Culture,Biotechnology,Children,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Human Rights,Legal Awareness & Aid,Micro Small & Medium Enterprises,Panchayati Raj,Rural Development & Poverty Alleviation,Science & Technology,Tribal Affairs,Women's Development & Empowerment"
7,A N R Helping Hands Welfare Association,627 OF 2019,Andhra Pradesh, Visakhapatnam ,"14-19-8, Bhanoji Thota Bc Road New Gajuwaka",,NaN
8,A S N Raju Society For Social Welfare And Rural Development,245 OF 2018,Andhra Pradesh, Bhimavaram ,"Asn Raju Society For Social Welfare And Rural Development, D.No: 2-1-50, Flat No: 502, Svr Towers, Juvvalapalem Road, Bhimavaram, West Godavari District, Andhra Pradesh, India",,"Agriculture,Animal Husbandry, Dairying  &  Fisheries,Biotechnology,Children,Dalit Upliftment,Differently Abled,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Labour & Employment,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,New & Renewable Energy,Nutrition,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs"
9,A South India Rural Womens Association For Development,10 OF 1996,Andhra Pradesh, Kandukur ,Brundavanam Kandukur,,Women's Development & Empowerment
10,Aadarana,B.K.IV.185/2022,Andhra Pradesh, Tirupati ,"Flat No.104, First Floor, Garuda Gate Way Apartment, Upparapalli Check Post, Tirupati Rural, Tirupati District, Andhra Pradesh, India, Pin:517502",517502,"Children,Education & Literacy,Health & Family Welfare,Human Rights,Rural Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Skill Development"
1,Aastha,1030/Goa/2010,Goa, Mapusa ,"Nr. Urban Health Centre, Ghateshwarnagar, Khorlim, Mapusa.",,"Differently Abled,Education & Literacy,Vocational Training"
2,Abhivyaktee,172/Goa/2001,Goa, Panaji ,Abhivyakteepanajic/O Sandip Deshpandea/3 Kamdhenudr D.V.Roadpanajigoa 403001,403001,Art & Culture
3,Adarsh Krishi Kharedi Vikri Prakriya Sahakari Saunstha Maryadit,5/486/1993/ARS2/MKT,Goa, Cancolim Bali ,Karwar Main Road Bali Cuncoligoa South- ,,"Agriculture,Food Processing,Rural Development & Poverty Alleviation"
4,Adarsh Vidya Prasarak Mandal,12/1964,Goa, Shiroda ,C/O Smt Kamlabai Hede High School.Shiroda-Ponda-Goa,,Education & Literacy
5,Adarsh Yuva Sangh Gaondongri Kotigao,94/Goa/2002,Goa, Goa ,"Gaondongrimkotigao, Canacona,",,NaN
6,Adventz Foundation,488/Goa/2011,Goa, Mormugao ,"Jai Kisaan Bhawan, Zuarinagar",,"Education & Literacy,Agriculture,Rural Development & Poverty Alleviation,Women's Development & Empowerment,Skill Development"
7,Aggressive Goans,54/GOA/2019,Goa, Ponda ,"Kapileshwari, Ponda Goa",,"Agriculture,Art & Culture,Education & Literacy,Environment & Forests,Human Rights,Labour & Employment,Legal Awareness & Aid,New & Renewable Energy,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Women's Development & Empowerment,Skill Development"
8,Aic-Gim Foundation,U93090GA2018NPL013511,Goa, Sanquelim ,C/O Goa Institute Of Management Poriem Sattari North Goa Ga 403000 In,403000,NaN
9,Akhil Gomantak Maratha Rajak Samaj,41/Goa/89,Goa, Porvorim ,"Sant Gadge Maharaj Sabhagraha, Gadge Baba Chowk, Pundalik Nagar, Alto Porvorim, Bardez Goa",,"Aged/Elderly,Women's Development & Empowerment,Youth Affairs"
10,Akhil Vishwa Jai Shriram Gosanvardhan Kendra Valpoi ,"1 Of Book No.IV, Vol I ",Goa," Vol I , Valpoi ","H,No:-61/1,Betkikarwada,Nanus Valpoitaluka- Sattari, District-North, State-Goa",,"Animal Husbandry, Dairying  &  Fisheries"
1,Maitreya Project,956,Bihar, Gaya ,"Bodhgaya, Gaya-Biharpin-824231",824231,NaN
2,Raja Bhaiya Foundation,U80901BR2022NPL056293,Bihar, Vaishali ,"Vil-Afajalpur, P.O-Chakmaruf, Panc- Misraulia Afajalpur, Vaishali",,"Aged/Elderly,Rural Development & Poverty Alleviation,Skill Development,Education & Literacy"
3,Siksha Aarogyam Foundation,U85300BR2022NPL057204,Bihar, Gardanibagh ,C/O Sri Virendra Mohan Pd New Yarpur Behind Jhun Mahal Gardanibagh Patna Patna Br 800001 In,800001,NaN
4,21St Century Rural Development Institute.,78/1989-90,Bihar, Jhanjharpur ,"Village And Postsukhet, Viajhanjarpur, Districtmadhubani, Bihar847404",847404,NaN
5,24X7Ministry,4109/2010,Bihar, Patna ,"Aprajita Building, First Floor, Opp. A.N. College, Near Axis Bankboring Road",,Children
6,360 Research Foundation,7834/2017,Bihar, Narkatiaganj ,"Tumakadiya, Post Office:- Rajpur (Madan), Pin Code- 845455, Police Station:- Shikarpur, District:- West Champaran, Bihar, India",845455,"Science & Technology,Agriculture,Biotechnology,Children,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Micro Small & Medium Enterprises,New & Renewable Energy,Rural Development & Poverty Alleviation,Scientific & Industrial Research,Any Other"
7, 3H Foundation,058489,Bihar, Muzaffarpur  ,"C/O Rukhsana Khatoon,Vill-Muzaffarpur Tola Ward No33,Block-Musahri Muzaffarpur Muzaffarpur Br 842002 In",842002,"Dalit Upliftment,Education & Literacy,Health & Family Welfare,Art & Culture,Women's Development & Empowerment,Children,Differently Abled,Disaster Management,Aged/Elderly,Environment & Forests,Human Rights,Labour & Employment,Legal Awareness & Aid,Rural Development & Poverty Alleviation,Science & Technology,Vocational Training,Skill Development"
8,A Brilliant Charitable And Development Trust,DEED NO.- 18,Bihar, Jehanabad ,"Purni Bijli Colony, P.O. P.S.Jehanabad",,"Art & Culture,Education & Literacy,Aged/Elderly,HIV/AIDS,Skill Development"
9,A Center For Cultural Educational & Social Sufferers(Access),491/91-92,Bihar, Patna ,"R.O.: C/O Yatindra Mohan Shandilya,Jagat Narayan Lal Road, Kadamkuan; H.O.: C/O Sanjeev Medicals, Opp. Sbi, Ashok Rajpath, Mahendru,Patna- 6;Branches:(A) Ankita Arvind, H202, Smondo-3, Neotown, Electronic City, Phase-1, Bangalore-560100(B) Dr. M K Mishra, Ward No. 2, Nawa Toli, Sana Road, Jaspur Nagar, Chhattisgarh-496331(C) Yogita Yamini,5/201,Shalimar Sterling,Raisen Road,Bhopal-462022",560100,"Agriculture,Vocational Training,Women's Development & Empowerment,Art & Culture,Biotechnology,Differently Abled,Dalit Upliftment,Education & Literacy,Aged/Elderly,Health & Family Welfare,Legal Awareness & Aid,Nutrition,Rural Development & Poverty Alleviation,Human Rights,Prisoner's Issues,Urban Development & Poverty Alleviation,Any Other"
10,A Future Of Children In Bodhgaya Society ,51/2004,Bihar, Gaya ,Vill Durgapur Monia ,,Education & Literacy
1,Balwatika Society Helers Of Mary,6/94,Dadra & Nagar Haveli, Dadra And Nagar Haveli ,Balwatika Society Of Helpers Of Mary,,"Children,Education & Literacy,Women's Development & Empowerment"
2,Bharatiya Adim Jati Sevak Sangh,S-404,Dadra & Nagar Haveli, Silvassa ,"Bharatiya Adim Jati Sevak Sangh, Branch Khanvel, Dadra Nagar Haveli, (Ut)",,"Tribal Affairs,Vocational Training,Women's Development & Empowerment,Youth Affairs,Skill Development"
3,Bjj Memorial Educational Charitable Truct,2249/09,Dadra & Nagar Haveli, Silvassa ,"491/1/P, Bhoyapada, Nr. Alok City, Sayli",,Any Other
4,Church Of Sacred Heart Of Jesus,HQ-II/C-64/SR/77,Dadra & Nagar Haveli, Dapada ,"At Post. Dapada, Town-Silvassadist:Utpin. 396230",396230,Education & Literacy
5,Deshaj Pratisthan,20/DP/2013,Dadra & Nagar Haveli, Silvassa ,"House No. 306, Parzai, Gp-Kherdi, Ut Of Dadraand Nagar Haveli Daman And Diu",,"Art & Culture,Children,Civic Issues,Education & Literacy,Health & Family Welfare,Land Resources,Rural Development & Poverty Alleviation,Tribal Affairs,Women's Development & Empowerment,Youth Affairs"
6,Gyanmata Eudcational Society,2/82,Dadra & Nagar Haveli, Silvassa ,"Premal Deep, Zanda Chowk",,"Children,Education & Literacy"
7,Human Rights Mission,15/HRM/2017,Dadra & Nagar Haveli, Silvassa ,"Plot No. 126, Kilvani Naka,Near Jalaram Temple,Silvassa",,Human Rights
8,Humanists India Foundation,U85300DN2022NPL005726,Dadra & Nagar Haveli, Silvassa ,"A407, Tirupati Residency, Nr. Balaji Mandir, Amli Char Rasta Silvassa Dadra ",,"Labour & Employment,Agriculture,Civic Issues,Education & Literacy,Environment & Forests,Food Processing,Human Rights,Legal Awareness & Aid,Nutrition,Urban Development & Poverty Alleviation,Women's Development & Empowerment,Youth Affairs,Skill Development"
9,Indian Red Cross Society,constituted under Act XV,Dadra & Nagar Haveli, Silvassa ,"Indian Red Cross Society,Dadra ",,"Aged/Elderly,Children,Differently Abled,Education & Literacy,Health & Family Welfare"
10,Jan Shikshan Sansthan Dnhs,13/JSSDandNHS/2009,Dadra & Nagar Haveli, Silvassa ,"Jan Shikshan Sansthanramsadan, Beside Central Library,Opposite Town Hall, Vapi Road,Silvassa - 369 230 Ut Of Dadra And Nagar Haveliu.T. Of Dadra ",,"Education & Literacy,Vocational Training,Women's Development & Empowerment"
1,21St Century Education Society,XXI OF 1860 REGD NO 31903,Chhattisgarh, Janjgir ,Brilliant Public Schoolakaltara Roadjanjgir,,Education & Literacy
2,A K Vikassheel Shikshan Sansthan,27693,Chhattisgarh, Korba ,House No-675 Aaramashin New Kashi Nagar Niharika Korba Chhattisgarh ,,NaN
3,A New Hope & Strength Foundation Society,122202239340,Chhattisgarh, Surajpur ,"Hig-406, Sector-27, Naya Raipur",,"Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Dalit Upliftment,Differently Abled,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,Information & Communication Technology,Labour & Employment,Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Panchayati Raj,Rural Development & Poverty Alleviation,Scientific & Industrial Research,Sports,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training"
