S.No.,State,District,Organization Name,Email,Address,Phone No.,Schemes Enrolled,Authorized Person
476, West Bengal ,Hooghly											,Chinsurah Sense Society,bratati.cy@gmail.com,"
												92958, SILBAGANSATYAPIRTALA, Chinsurah - 712101   
											", 9830832150 ,"
																																															",Bratati Choudhury
477, West Bengal ,24 Paraganas South											,PIRKHALI PATHIKRIT,pirkhalipathikrit@gmail.com,"
												007, Village-ChandipurPost-Kundarali, PS-Baruipur - 743610   
											", 8777752221 ,"
																																															",MADHUSUDAN MANDAL
478, West Bengal ,Murshidabad											,JHANJHA UNNAYAN SAMITY,jhanjhaunnyansamity@gmail.com,"
												n 0174, BERHAMPORE AMTALA ROADCHOA RAGHUNATH CLUB, HARIHARPARA - 742166   
											", 9002796228 ,"
												Sahyogi,Vikaas,Badhte Kadam,Disha																																			",MADAN SARKAR
479, West Bengal ,Darjeeling											,North Bengal Council For The Disabled,nbcd1990@gmail.com,"
												833/A/40/107, Ramkrishna Road By-laneNBCD Building, Ashrampara, Siliguri - 734001   
											", 9002770072 ,"
																																															",Dr. Gangotri Chakraborty
480, West Bengal ,Medinipur East											,Pratibandhi Sahayak Samity,psspanskura@gmail.com,"
												H69, At  P.O  PanskuraNear Pwd Ground, Purba Medinipur - 721139   
											", 9800010027 ,"
												Vikaas,Disha,Samarth																																			",Mahendra Maiti
"
																								",,,,,,,,
 Page 48 of 55 ( 542 records ) ,,,,,,,,
481, West Bengal ,Purba Bardhaman											,Society For Mental Health Care,smhcin@yahoo.co.in,"
												713, Village  P.O. Khajurdihi Via KatwaDistrict-Bardhaman, KATWA - 713150   
											", 9434743404 ,"
																																															",SUBRATA SINHA
482, West Bengal ,Hooghly											,PARTNER HOOGHLY,partnerhooghly93@gmail.com,"
												541/189, KEOTA GHOSH PARA (SOUTH), SAHAGANJNEAR SHYAMSUNDARPUR PRIMARY SCHOOL, CHINSURAH - 712104   
											", 8910359426 ,"
																																															",MR. SUBHRANSU GHOSH
483, West Bengal ,Kolkata											,Manovikas Kendra Rehabilitation & Research Institute For The Handicapped,mvkendra1974@gmail.com,"
												482, Madudah, Plot 1-24Sector - J, Eastern Metropolitan Bypass, Kolkata - 700107   
											", 9830721428 ,"
																																															",DR SHARADA FATEHPURIA
484, West Bengal ,Malda											,HAIDERPUR SHELTER OF MALDA,haiderpurshelterofmalda@rediffmail.com,"
												273/A, MAHESHMATI WESTBEHIND BIKRAM CLUB, MALDA - 732101   
											", 9434154314 ,"
																								 												Niramaya											",Manmay Mukherjee
485, West Bengal ,Hooghly											,BANGA SOCIETY OF BACKWARD CLASSES SCs STs AND MINORITIES,bsbcindia@gmail.com,"
												130, BANDEL STATION ROADNEAR BANSTALA MORE, HOOGHLY-CHINSURAH - 712103   
											", 9163544513 ,"
																																															",RAM KRIT YADAV
486, West Bengal ,Kolkata											,Indian Institute Of Cerebral Palsy,mail@iicpindia.org,"
												P-35/1, Taratolla RoadKolkata, Kolkata - 700088   
											", 9831057152 ,"
												Disha																																			",Ms. Sonali Nandi
487, West Bengal ,Cooch Behar											,SATHMILE REHABILITETION CENTRE FOR DISABLED,satmilercfordisabled@gmail.com,"
												MATHABHANGA ROAD, VILL-BHOGDABRI KESHRIBARI P.O.ELAJANERKUTHI IBHOG DABRIKESHRIBARI, INDIA - 736157   
											", 9002800603 ,"
																																															","SUNIL CH.ESHORE,BISWANATH BARMAN,"
488, West Bengal ,Alipurduar											,Birpara Welfare Organization,birparawelfare@gmail.com,"
												00, Birpara S C ColonyCircus Ground Birpara, Birpara - 735204   
											", 9832351275 ,"
																																															",Shri Indrajit Dey
489, West Bengal ,Kolkata											,Behala Bodhayan,behalabodhayan@yahoo.co.in,"
												48/3, Sarsuna Main RoadSarsuna,, Kolkata - 700061   
											", 9339751472 ,"
																																															",Smt. Rikta Ghosh
490, West Bengal ,Kolkata											,Calcutta Centre Mahavir Seva Sadan,mahavirsevasadan20@rediffmail.com,"
												20, Ekbalpur LaneKolkata, Kolkata - 700023   
											", 9051302105 ,"
																								 												Niramaya											",Shri R S Singhi
"
																								",,,,,,,,
 Page 49 of 55 ( 542 records ) ,,,,,,,,
491, West Bengal ,Kolkata											,BODHAYAN,bodhayan.parents.association@gmail.com,"
												1/1W, JODHPUR PARKKOLKATA, KOLKATA - 700068   
											", 9874583920 ,"
																																															",ANURADHA PAL CHOUDHURY
492, West Bengal ,24 Paraganas South											,AROGYA SANDHAN CHARITABLE TRUST,arogyasandhan@gmail.com,"
												2, 2,R.K.SARANI, EASTERN PARKSANTOSHPUR, KOLKATA - 700075   
											", 9331031650 ,"
																																															",NIRANJAN BISWAS
493, West Bengal ,Jalpaiguri											,Jalpaiguri Welfare Organization,sanjoyjwo@gmail.com,"
												345/202, Club RoadPo  Distt. Jalpaiguri, West Bengal - 735101   
											", 9434138069 ,"
																								 												Niramaya											",Sanjoy Chakraborty
494, West Bengal ,Nadia											,Kalyani Life Institute,kalyanilifeinstitute@gmail.com,"
												B-3/88, KalyaniKalyani, Kalyani - 741235   
											", 9830017416 ,"
												Vikaas,Disha,Badhte Kadam,Sahyogi												 												Niramaya											",Siddhartha Sankar Mukhopadhyay
495, West Bengal ,Paschim Bardhaman											,ASANSOL ANANDAM,asansolanandam1992@gmail.com,"
												B.C. Roy Road, Dr. B.C. Roy RoadKalyanpur Housing, Asansol, Asansol - 713305   
											", 7908458007 ,"
																								 												Niramaya											",SOMENATH BANERJEE
496, West Bengal ,Kolkata											,BIKASHAYAN,BIKASHAYAN@GMAIL.COM,"
												140/6, SOUTH SINTHEE ROADNEAR-JEVANDEEP MEDICINE SHOP, KOLKATA - 700050   
											", 9830354249 ,"
																																															",SOMNATH MUNSHI
497, West Bengal ,Murshidabad											,BHARATPUR CONIJA HANDICAP SCHOOL,BCHS2008.9@GMAIL.COM,"
												7568, ANCHALPARANEAR ALLAHABAD BANK, BHARATPUR - 742301   
											", 9775373851 ,"
																																															",NUR NOBI
498, West Bengal ,24 Paraganas South											,Purba Dwaraka Pur Moon Star Sangha,pdpmss.sundarban@gmail.com,"
												nil, shreekhanda  Ramkrishna Nagar  P O   Panchpota   GariaAaguyan Sangha Club, Kolkata - 700152   
											", 8926367439 ,"
												Badhte Kadam												 												Niramaya											",Bibekananda Bag
499, West Bengal ,24 Paraganas North											,JOYGRAM SOCIAL WELFARE SOCIETY,joygramsocialwelfaresociety@gmail.com,"
												Nil, Joygram, ChakpatliHasnabad, Hasnabad - 743426   
											", 9635606677 ,"
																																															",Ariful Islam Mandal
500, West Bengal ,24 Paraganas North											,Saltlake Drishti Centre For Learning Disability,susmitadrishti9836232858@gmail.com,"
												SALTLAKE CITY,SECTOR-I, CE-182, Arunachal Bhawan, KOLKATA - 700064   
											", 9836232858 ,"
																								 												Niramaya											",Susmita Nag
"
																								",,,,,,,,
 Page 50 of 55 ( 542 records ) ,,,,,,,,
501, West Bengal ,Howrah											,Asha Bhavan Centre,abcindia.sukeshi@gmail.com,"
												Asha Bhavan Centre, Vill. - KathilaPost. - Banitabla,P.S. Uluberia, Uluberia - 711316   
											", 9830047831 ,"
												Disha,Sahyogi,Badhte Kadam												 												Niramaya											",Sukeshi Barui
502, Delhi ,South Delhi											,Tamana Association,ushavarma@tamana.ngo,"
												C-10/8, Vasant Vihar, New DelhiNear C block Market, New Delhi - 110057   
											", 9811270236 ,"
																																															",Dr.Shayama Chona
503, Delhi ,North West Delhi											,Viklang Sahara Samiti Delhi,vssd1998@gmail.com,"
												G-Block, Basti Vikash KendraMangol Puri, New Delhi - 110083   
											", 9717237993 ,"
												Badhte Kadam,Disha,Vikaas,Prerna																																			",BUNTY SOLANKI
504, Delhi ,New Delhi											,Testbysushil,testing@123gmail.com,"
												54, testdelhi, anand vihar - 202106   
											", 1234567890 ,"
																																															",testing
505, Delhi ,West Delhi											,UDAI Working Together Works,udai.march@gmail.com,"
												C 3/93, JanakpuriNext to Orchid Hospital, Delhi - 110058   
											", 9899681972 ,"
																																															",Tanu Rajput
506, Delhi ,South Delhi											,Action for Ability Development and Inclusion (AADI),aadi_jagruti@yahoo.com,"
												Plot no 2, Balbir Saxena MargHauz Khas, New Delhi - 110016   
											", 9810200968 ,"
												Sambhav												 												Niramaya											",Ms. G. Syamala
507, Delhi ,North West Delhi											,MOTHERS CARE SPECIAL SCHOOL ...KARTIKEYAN EDUCATIONAL SOCIETY,motherscareschool2014@gmail.com,"
												MOTHERS CARE SPECIAL SCHOOL-  PLOT NO 66, POCKET-1, SEC. A-9, NARELAOPPOSITE CENTRAL SCHOOL, Narela, North West Delhi - 110040   
											", 9212539212 ,"
																																															",SANJEEP KUMAR
508, Delhi ,East Delhi											,SHRISTI PARENTS SUPPORT GROUP,shristithecreation@gmail.com,"
												C -272, Vivek Vihar,Opp Vivekanand Mahila College,, Delhi. - 110095   
											", 9818409489 ,"
												Badhte Kadam,Sahyogi,Disha												 												Niramaya											",Dr Rajiv  Nandy
509, Delhi ,South West Delhi											,Association for Advancement  and Rehabilitation of Handicapped,aarohdelhi@gmail.com,"
												B-11, Vasant KunjOpp. B-X Main Gate, New Delhi - 110070   
											", 9871564271 ,"
												Vikaas,Badhte Kadam																																			",Asha Gupta
510, Delhi ,East Delhi											,Manovikas Charitable Society,manovikasy2k@yahoo.com,"
												60A Radhey Puri Extn-1, Swami Dayanad MargJagat Puri Crossing, Delhi - 110051   
											", 9911107772 ,"
												Samarth,Vikaas,Badhte Kadam,Disha,Vikaas,Sahyogi												 												Niramaya											",Dr. Alok Kumar Bhuwan
"
																								",,,,,,,,
 Page 51 of 55 ( 542 records ) ,,,,,,,,
511, Delhi ,East Delhi											,JINGLE BELLS EDUCATION SOCIETY,anju_70gupta@yahoo.co.in,"
												S - 438, SCHOOL BLOCK, PART-2SHAKAR PUR, DELHI - 110092   
											", 9811819951 ,"
																																															",ANJU GUPTA
512, Delhi ,New Delhi											,Ashish Foundation For The Differently Abled Charitable Trust,sheila@ashishfoundation.co.in,"
												2/13, Sulahkul Vihar, Old Palam Road, KakrolaNear  Dwarka Sector - 14B, New Delhi - 110078   
											", 9810986890 ,"
																																															",Sheila George
513, Delhi ,South West Delhi											,Akshya Pratisthan,akshayprati@gmail.com,"
												NA, Church RoadD 3 Vasant Kunj, NEW DELHI - 110070   
											", 9811263744 ,"
												Disha																																			",ARUNA DALMIA
514, Delhi ,South Delhi											,MUSKAAN  PARENTS ASSOCIATION FOR THE EMPOWERMENT OF PERSONS WITH INTELLECTUAL DISABILITY,muskaan@muskaan-paepid.org,"
												plot no.3,, Sector-B, Pocket-2Vasant Kunj, New Delhi - 110070   
											", 9891386995 ,"
												Badhte Kadam,Gharaunda												 												Niramaya											",SHANTI AULUCK
515, Delhi ,East Delhi											,CHANDRA BHUSHAN SINGH MEMORIAL MAHILA BAL EVAM SHRAVAN VIKLANG SHIKSHA EVAM PUNARVAS SANSTHAN,cbsmshi@gmail.com,"
												M-124 RK Vihar Plot No 29 IP Extension,, M-124, RK Vihar Plot No 29, IP Extension,(Near Hasanpur Village Bus Stand)I.P. Extension, Patparganj,, Delhi - 110092   
											", 9810782542 ,"
																																															",G.B. Singh
516, Delhi ,South West Delhi											,HANDICAPPED CHILDRENS PARENTS ASSOCIATION,hcpaindia@yahoo.com,"
												PLOT NO.K, (BEHIND PLOT NO.13)INSTITUTIONAL, SECTOR-5, DWARKA, NEW DELHI - 110075   
											", 9971006165 ,"
																								 												Niramaya											",K.N SINGH
517, Delhi ,South West Delhi											,Sneh Social Welfare Foundation. Holy Heart Special School,kumaratishek@gmail.com,"
												D 742 DDA FLAT, BINDAPURNEAR POLICE STATION, New Delhi - 110059   
											", 9289879997 ,"
																								 												Niramaya											",Atishek Kumar
518, Delhi ,Shahdara											,BHAVYA WELFARE SOCIETY,bhavyarehab@gmail.com,"
												D-24 Panchsheel Garden, Naveen ShahdaraBirds Hospital, DELHI - 110032   
											", 9560996772 ,"
																								 												Niramaya											",VIBHA SHARMA
519, Delhi ,South Delhi											,SHAURYA FOUNDATION TRUST,ravigupta.lawyer@gmail.com,"
												B-104/2, WESTERN AVENUE, MAHARANI BAGHASHRAM CHOWK, NEW DELHI - 110065   
											", 9810006918 ,"
																																															",MR. RAVI GUPTA
520, Delhi ,South Delhi											,Astha (Alternative Strategies For The Handicapped),aarthindia@gmail.com,"
												DUSIB, Basti Vikas KendraBal Mukund Khand, Giri Nagar, (near Govindpuri metro station), Giri Nagar, Kalkaji, New Delhi - 110019   
											", 9811167293 ,"
																																															",Radhika M Alkazi
"
																								",,,,,,,,
 Page 52 of 55 ( 542 records ) ,,,,,,,,
521, Delhi ,South Delhi											,Cheshire Homes India Delhi Unit,home.dch@gmail.com,"
												-, Okhla RoadOpp. Holy Family Hospital, New Delhi - 110025   
											", 9910050704 ,"
												Gharaunda,Badhte Kadam																																			",Ms. Mira Pradeep Singh
522, Delhi ,South East Delhi											,Action For Autism,actionforautism@gmail.com,"
												Pocket - 7 and 8, Jasola ViharBehind DAV School, New Delhi - 110025   
											", 9810225923 ,"
												Badhte Kadam												 												Niramaya											",Mrs Merry Barua
523, Delhi ,North West Delhi											,"SOCIETY FOR REHABILITATION AND WELFARE OF DIFFERENTALLY ABLED, DELHI",pramod.sharma047@gmail.com,"
												121, VILLAGE- HAMID PURK M SCHOOL ROAD, DELHI - 110036   
											", 9899311295 ,"
																																															",PARMOD SHARMA
524, Delhi ,East Delhi											,AMAR JYOTI CHARITABLE TRUST,amarjyotinirmaya@gmail.com,"
												Karkardooma, Vikas MargDelhi, Delhi - 110092   
											", 9811058000 ,"
																								 												Niramaya											",Dr. Uma Tuli
525, Delhi ,South Delhi											,Society for the Aid of Mentally and Developmentally Handicapped  SAMADHAN,samadhan.dwarka@gmail.com,"
												Sector V, F Block, DakshinpuriDurbalnath Mandir, New Delhi - 110062   
											", 7042664506 ,"
												Disha												 												Niramaya											",SUMATHI MORGAN
526, Nagaland  ,Kohima											,JO FOUNDATION,danieljofn@gmail.com,"
												354, Agri ColonyJo Foundation Inclusive School, Kohima - 797001   
											", 9436000597 ,"
																																															",Daniel Thong Seb
527, Nagaland  ,Mokokchung											,Care And Support Society,careandsupportmokok@gmail.com,"
												158, Block - 4, Town Hall RoadNear DC Office, Sangtemla Ward, Mokokchung - 798601   
											", 9436017611 ,"
																																															",Imchawati Kichu
528, Nagaland  ,Kohima											,CHERRY BLOSSOMS SOCIETY,cherryblossomssociety@gmail.com,"
												A 16, LERIE COLONY, LERIE CHAZOUNEAR CRPF CAMP, KOHIMA - 797001   
											", 8974028113 ,"
																																															",D ADANI
529, Telangana ,Rangareddy											,MANASA SPECIAL SCHOOL FOR THE MENTALLY HANDICAPPED run by MANASA,manasa912014@gmail.com,"
												SURVEY NO.135, MOHAN NAGAR, KOTHAPET ROAD,HYDERABADBESIDES TSSPDCL OFFICE, HYDERABAD - 500035   
											", 9963811996 ,"
																																															",P. VANAJA
530, Telangana ,Medchal											,Child Guidance Centre (CGC),hallowcgc@yahoo.com,"
												H.NO 7-6/2, SANTOSH SADANGANESHNAGAR,  PEERZADIGUDA, HYDERABAD - 500098   
											", 8367675467 ,"
																																															",M JAYNEE ROSE KUMARI
"
																								",,,,,,,,
 Page 53 of 55 ( 542 records ) ,,,,,,,,
531, Telangana ,Rangareddy											,SADHANA SOCIETY FOR THE MENTALLY HANDICAPPED,sadhanawelfare@gmail.com,"
												Plot No A-7/5,Road No-6,IDA,Nacharam, Plot No A-7/5, Road No-6, IDA, NacharamOpp: H.P.Petrol Pump, HYDERABAD - 500076   
											", 9849098749 ,"
																																															",P.MADHUSUDAN REDDY
532, Telangana ,Mahbubnagar											,ECOCLUB Brahma Institute For Mentally Handicapped.,ecoclubindia@gmail.com,"
												8-3-22/A, Teachers Colony, MahabubnagarMunicipal park, MAHABUBNAGAR - 509001   
											", 9440402005 ,"
																																															",G CHANDRA SEKHAR
533, Telangana ,Hanumakonda											,BANNU AROGYADA SEVA SOCIETY   BANNU NEURO HEALTH AND REHABILITATION INSTITUTE,CHARAN@BANNU.ORG,"
												2-7-187, Excise ColonySubedari Hanamkonda, Warangal - 506001   
											", 9949075873 ,"
																																															",DR.VEERAMALLA CHARANJIT REDDY
534, Telangana ,Rangareddy											,SHANTHI NIKETAN RESIDENTIAL INSTITUTION FOR MENTALLY HANDICAPPED,shanthiniketan.mr@gmail.com,"
												PLOT NO 10 and 13, NEAR PEDDAMMA TEMPLEGOUTHAMI NAGAR, VANASTHALIPURAM - 500070   
											", 9246219975 ,"
												Vikaas,Badhte Kadam,Gharaunda																																			",L. BALEESHWARAIAH
535, Telangana ,Peddapalli											,Manochaitanya Spl School  and Vocational Centre for Mentally Handicapped run by PAMENCAP,krishna.gdk@gmail.com,"
												B-28, SECTOR-I, GODAVARIKHANIOPP: SINGARENI COMMUNITY HALL, GODAVARIKHANI - 505209   
											", 9491141530 ,"
												Vikaas,Badhte Kadam,Gharaunda																																			",DANDAPANTHULA KRISHNA KUMAR
536, Telangana ,Hyderabad											,Swayamkrushi,swayamkrushimk@gmail.com,"
												17,, Sri Malani Housing Cooperative SocietyIndian Airlines Colony, Trimulgherry, Secunderabad - 500015   
											", 9701441039 ,"
												Gharaunda,Vikaas												 												Niramaya											",Manjula Kalyan
537, Jammu & Kashmir ,Jammu											,Disabled Care Foundation,disabledcarefoundation@yahoo.co.in,"
												5-A Small Plots,, Gandhi nagar,JammuOpp. Bata Showroom, Jammu - 180004   
											", 9419122810 ,"
																																															",Umesh Sharma
538, Jammu & Kashmir ,Samba											,MUSKAN FOUNDATION,GO4MUSKANFOUNDATION09419@GMAIL.COM,"
												VIJAYPUR, Canal Road 9VIJAYPUR, CANAL ROAD VIJAYPUR - 184120   
											", 9419150607 ,"
												Vikaas,Badhte Kadam																																			",PARVEEN KUMARI
539, Jammu & Kashmir ,Srinagar											,Voluntary Medicare Society,vmsjk1@gmail.com,"
												BEMINA BYE-PASS, BEMINA BYE-PASS SRINAGARSKIMS MEDICAL COLLEGE, Srinagar - 190018   
											", 9419467621 ,"
												Vikaas																																			",Dr. Mir Mohammad Maqbool
540, Jammu & Kashmir ,Jammu											,SWAMI VIVEKA NAND EDUCATIONAL TRUST,EDUCATIONALTRUST2007@GMAIL.COM,"
												NEAR SHIV MANDIR, KATAL BATAL  NAGROTA, JAMMU - 181221   
											", 9419165110 ,"
																																															",CHAMAIL KUMAR
"
																								",,,,,,,,
 Page 54 of 55 ( 542 records ) ,,,,,,,,
541, Jammu & Kashmir ,Ganderbal											,Hope Disability Centre An Undertaking Of She Hope Society For Women Entrepreneurs,huzaifa@hopecentrekashmir.org,"
												001, Wayil GanderbalNear  Jamie Masjid, Ganderbal - 191201   
											", 9797810011 ,"
																																															",Miss Huzaifa Ashraf
542, Jammu & Kashmir ,Anantnag											,Humanity Welfare Organisation Helpline Bijbehara,jsocialactivist@gmail.com,"
												118, PahliporaNear Pumpshed, Bijbehara - 192124   
											", 9469064964 ,"
																																															",Javed Ahmad Tak
"
																								",,,,,,,,
 Page 55 of 55 ( 542 records ) ,,,,,,,,
